sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
0,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs1.ebaystatic.com/m/mZ_iUhaUmvRRHacQRIcCeeQ/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffeafaf8>,,,,,30.0,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,Default,virtual,,,base,,,,,,,,,Developmental Baby Toys,,,,http://thumbs4.ebaystatic.com/pict/121520511207404000000003_2.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffeafb70>,,,,,4.79,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs4.ebaystatic.com/m/mixcmKVeGs0V8PzjkgYauDA/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f6a0034ca58>,,,,,75.0,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs3.ebaystatic.com/m/mYr3LaQFVr-4AOOaU1RYpLw/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f6a0034cb28>,,,,,24.5,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,Default,virtual,,,base,,,,,,,,,Developmental Baby Toys,,,,http://thumbs4.ebaystatic.com/pict/121520511207404000000004_2.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffeafbe8>,,,,,4.79,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs1.ebaystatic.com/m/mPJJQAxUYD6mc58YXFgpXDw/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f6a00345c00>,,,,,0.99,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,Default,virtual,,,base,,,,,,,,,Comic Book Heroes,,,,http://thumbs4.ebaystatic.com/m/mJLfct83_bn-TVpHYRh2hww/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffe909d0>,,,,,110.0,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs3.ebaystatic.com/m/mMQr3D2rZR_CdFDBjt1zZeg/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f6a0034af90>,,,,,4.99,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs2.ebaystatic.com/m/mpQCmtG1hTGLiDWE7lziqKQ/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffeafc60>,,,,,5.99,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,Default,virtual,,,base,,,,,,,,,Developmental Baby Toys,,,,http://thumbs1.ebaystatic.com/m/mVINnHOnG_yAENi9sYImKMQ/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffeafcd8>,,,,,0.01,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,Default,virtual,,,base,,,,,,,,,"TV, Movie & Video Games",,,,http://thumbs1.ebaystatic.com/m/mhpfKexnixJH_xhcisr7Qug/140.jpg,,,,,,,,,,,<built-in method title of str object at 0x7f69ffeafd50>,,,,,5.49,,Toys,,,,,,1,2,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
