store,websites,_attribute_set,_type,category_ids,sku,has_options,url_key,options_container,clicks,visibility,enable_googlecheckout,product_name,store_id,product_type_id,product_status_changed,product_changes_websites,name,meta_title,meta_description,image,small_image,thumbnail,url_path,custom_design,page_layout,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,link_to,status,tax_class_id,merchant,description,short_description,meta_keyword,custom_layout_update,commission,price,special_price,msrp,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments
admin,base,Default,simple,2219,0,,,,,4,,,,,,,The Addams Family Playmates 1992 set of all  5 action figures CLEAN!,,,http://thumbs1.ebaystatic.com/m/mapYN1NAXXc3GCLJmBek3yQ/140.jpg,,,,,,,,,,,,,http://www.ebay.com/itm/Addams-Family-Playmates-1992-set-all-5-action-figures-CLEAN-/311326915316?pt=LH_DefaultDomain_0,1,,,"TV, Movie & Video Games",New,,,,40,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,,1,1,1,0,1,0,1,0,0,0,1
